ID,Capture date,Site type,Flyway,Site ID,Sex,Forewing length (mm),Infection status (0 or 1),Reproductive status (0 or 1),Migratory status,Stable isotope H value,Stable isotope C value,Total cardenolide concentration
770,10/29/2014,year-round breeding,coastal,7,F,50.69,0,0,migrant,-119.89,-29.33,0
771,10/29/2014,year-round breeding,coastal,7,F,46.73,0,0,unclassifiable,-101.79,-29.62,0.87314
772,10/29/2014,year-round breeding,coastal,7,F,51.25,0,0,migrant,-109.01,-29.44,0
773,10/29/2014,year-round breeding,coastal,7,M,55.55,0,0,migrant,-137.48,-27.58,0.53033
774,10/29/2014,year-round breeding,coastal,7,M,51.17,0,1,migrant,-92.46,-26.97,0.22347
775,10/29/2014,year-round breeding,coastal,7,F,50.51,1,0,resident,-84.39,-30.62,2.7167
776,10/29/2014,year-round breeding,coastal,7,M,51.96,0,1,migrant,-104.77,-29.86,0
777,10/29/2014,year-round breeding,coastal,7,M,52.04,0,1,NA,-139.71,-26.98,NA
778,10/29/2014,year-round breeding,coastal,7,M,51.08,0,0,migrant,-89.85,-29,0.12567
779,10/29/2014,year-round breeding,coastal,7,M,52.5,0,1,migrant,-124.87,-28.86,0.24345
780,10/22/2014,year-round breeding,coastal,7,M,53.3,1,1,migrant,-125.13,-27.19,0.26128
781,10/19/2014,year-round breeding,coastal,7,M,51.81,1,1,resident,-93.12,-30.08,0.8104
782,10/19/2014,year-round breeding,coastal,7,M,53.57,1,1,migrant,-92.62,-29.19,0.11862
783,10/14/2014,year-round breeding,coastal,7,M,48.8,1,1,migrant,-88.16,-28.85,0.5913
784,10/29/2014,year-round breeding,coastal,6,M,55.43,0,0,migrant,-123.61,-30.27,0
785,10/29/2014,year-round breeding,coastal,6,M,53.36,0,1,migrant,-109.4,-28.65,0
786,10/29/2014,year-round breeding,coastal,6,M,55.26,1,1,resident,-98.94,-30.54,1.92906
787,10/29/2014,year-round breeding,coastal,6,M,53.12,1,1,resident,-88.88,-28.86,1.16425
788,10/29/2014,year-round breeding,coastal,6,F,51.48,0,0,migrant,-115.81,-27.6,0.27065
789,10/29/2014,year-round breeding,coastal,6,M,52.72,0,1,resident,-94.16,-30.91,1.45602
790,10/29/2014,year-round breeding,coastal,6,M,49.9,0,0,migrant,-125.7,-28.18,0
791,10/29/2014,year-round breeding,coastal,6,F,49.85,1,1,resident,-97.31,-31.7,2.30489
792,10/29/2014,year-round breeding,coastal,6,M,53.34,0,0,migrant,-110.2,-28.15,0.51692
793,10/29/2014,year-round breeding,coastal,6,M,50.49,1,0,resident,-94.03,-31.12,1.81825
794,10/29/2014,year-round breeding,coastal,6,M,52.6,0,0,migrant,-113.52,-27.21,0.04542
795,10/23/2014,year-round breeding,coastal,6,M,49.91,1,0,resident,-96.38,-30.62,0.7658
796,10/21/2014,year-round breeding,coastal,6,M,53.98,1,NA,resident,-93.06,-28.45,1.00179
797,10/21/2014,year-round breeding,coastal,6,M,53.18,1,1,resident,-81.03,-28.05,1.37825
798,10/17/2014,year-round breeding,coastal,6,M,52.32,1,0,resident,-94.38,-26.64,1.33941
799,10/31/2014,seasonal stopover,coastal,4,M,NA,0,0,migrant,-106.96,-28.48,0.20307
800,10/31/2014,seasonal stopover,coastal,4,F,51.38,0,0,migrant,-96.19,-29.46,0
801,10/31/2014,seasonal stopover,coastal,4,F,52.75,0,0,migrant,-132.36,-28.75,0.27299
802,10/31/2014,seasonal stopover,coastal,4,F,53.4,0,0,migrant,-116.77,-27.4,0
803,10/31/2014,seasonal stopover,coastal,4,M,56.33,0,0,migrant,-122.01,-26.8,0.32082
804,10/31/2014,seasonal stopover,coastal,4,M,47.78,0,0,migrant,-117.46,-29.04,0
805,10/31/2014,seasonal stopover,coastal,4,F,50.65,0,0,migrant,-120.9,-28.65,0
806,10/31/2014,seasonal stopover,coastal,4,F,50.81,0,0,migrant,-140.16,-27.76,0
807,10/31/2014,seasonal stopover,coastal,4,M,53.23,0,0,migrant,-119.38,-28.48,0.08247
808,10/31/2014,seasonal stopover,coastal,4,M,50.77,0,0,migrant,-97.27,-28.24,0.75348
809,10/31/2014,seasonal stopover,coastal,4,F,52.48,0,0,migrant,-117.29,-28.34,0.01472
810,10/31/2014,seasonal stopover,coastal,4,M,50.69,0,0,migrant,-101.31,-30.14,0
811,10/31/2014,seasonal stopover,coastal,4,M,53.05,0,0,migrant,-114.05,-28.86,0
812,10/31/2014,seasonal stopover,coastal,4,M,52,0,0,migrant,-123.75,-28.46,0.16867
813,10/31/2014,seasonal stopover,coastal,4,M,55.44,0,0,migrant,-135.34,-28.87,0
814,10/31/2014,seasonal stopover,coastal,4,M,55,0,0,migrant,-111.16,-28.62,0
815,11/1/2014,seasonal stopover,coastal,4,M,51.07,0,0,migrant,-133.9,-27.93,0.13423
816,11/1/2014,seasonal stopover,coastal,4,M,52.08,0,0,migrant,-125.04,-27.91,0.07729
817,11/1/2014,seasonal stopover,coastal,4,M,55.29,0,0,migrant,-135.82,-27.63,0.01382
818,11/1/2014,seasonal stopover,coastal,4,M,52.65,0,0,migrant,-104.51,-29.46,0.65762
819,11/1/2014,seasonal stopover,coastal,4,M,52.93,0,0,migrant,-105.81,-28.47,0.23092
820,11/1/2014,seasonal stopover,coastal,4,M,56.26,0,0,migrant,-112.32,-26.9,0.1776
821,11/1/2014,seasonal stopover,coastal,4,F,50.78,0,0,migrant,-86.51,-28.8,0
822,11/1/2014,seasonal stopover,coastal,4,M,50.42,0,0,migrant,-124.39,-28,0
823,11/1/2014,seasonal stopover,coastal,4,M,53.54,0,0,migrant,-118.91,-28.54,0
824,11/1/2014,seasonal stopover,coastal,4,M,52.68,0,0,migrant,-128.38,-25.85,0
825,11/1/2014,seasonal stopover,coastal,4,M,54.33,0,0,migrant,-120.56,-27.86,0
826,11/1/2014,seasonal stopover,coastal,4,F,54.31,0,0,migrant,-122.29,-27.2,0.33188
827,11/1/2014,seasonal stopover,coastal,4,M,52.15,0,0,migrant,-114.23,-29.62,0.16728
828,11/1/2014,seasonal stopover,coastal,4,M,51.49,0,0,migrant,-101.6,-27.39,0.12485
829,11/1/2014,seasonal stopover,coastal,4,M,53.69,0,0,migrant,-144.08,-26.22,0.43889
830,11/1/2014,seasonal stopover,coastal,4,F,52.84,0,0,migrant,-117.63,-29.27,0
831,11/1/2014,seasonal stopover,coastal,4,F,48.72,0,0,migrant,-103.59,-29.31,0
832,11/1/2014,seasonal stopover,coastal,4,M,54.03,0,0,migrant,-104.18,-28.86,0.12837
833,11/2/2014,seasonal stopover,coastal,4,F,52.84,0,0,migrant,-104.61,-29.2,0.11279
834,11/2/2014,seasonal stopover,coastal,4,M,52.68,0,1,migrant,-88.22,-29.59,0.53635
835,11/2/2014,seasonal stopover,coastal,4,F,50.21,0,0,migrant,-123.95,-26.73,0
836,11/2/2014,seasonal stopover,coastal,4,M,NA,0,1,migrant,-132.6,-27.66,0
837,11/2/2014,seasonal stopover,coastal,4,M,50.42,0,0,migrant,-112.16,-27.74,1.01442
838,11/2/2014,seasonal stopover,coastal,4,M,53.65,0,0,migrant,-96.35,-28.87,0.47279
839,11/2/2014,seasonal stopover,coastal,4,M,52.15,0,0,migrant,-114.83,-28.47,0.21288
840,11/2/2014,seasonal stopover,coastal,4,F,53.94,0,0,migrant,-135.06,-26.98,0.10812
868,10/31/2014,year-round breeding,coastal,5,M,50.11,0,0,migrant,-111.51,-27.24,0
869,10/31/2014,year-round breeding,coastal,5,M,47.06,1,NA,migrant,-97.95,-30.12,0.65887
870,10/31/2014,year-round breeding,coastal,5,F,51.8,0,0,migrant,-129.96,-28.26,0.4454
871,10/31/2014,year-round breeding,coastal,5,M,52.89,0,1,migrant,-95.39,-28.75,0.39618
872,10/31/2014,year-round breeding,coastal,5,F,51.74,0,0,migrant,-105.5,NA,0.80484
873,10/31/2014,year-round breeding,coastal,5,M,47.96,1,0,unclassifiable,-125.82,NA,1.98998
874,10/31/2014,year-round breeding,coastal,5,F,50.79,0,0,migrant,-140.68,NA,0.21584
875,10/31/2014,year-round breeding,coastal,5,M,51.5,1,0,resident,-87.63,NA,1.94286
876,10/31/2014,year-round breeding,coastal,5,M,NA,0,1,resident,-94.38,-28.19,0.79127
877,10/31/2014,year-round breeding,coastal,5,F,47.19,1,1,resident,-95.53,-31.03,2.03476
878,10/31/2014,year-round breeding,coastal,5,M,51.91,0,0,resident,-94.47,-28.99,1.66731
879,10/16/2014,year-round breeding,coastal,5,M,48.02,1,1,unclassifiable,-96.97,-30.49,0.92617
880,10/31/2014,year-round breeding,coastal,5,M,NA,0,0,migrant,-131.88,-30.82,0
881,10/31/2014,year-round breeding,coastal,5,M,NA,0,0,migrant,-97.52,-30.21,0
882,10/31/2014,year-round breeding,coastal,5,M,NA,1,0,migrant,-100.01,-29.83,0.52197
883,10/16/2014,year-round breeding,coastal,5,M,50.51,1,NA,migrant,-82.37,-30.41,0.43006
884,11/1/2014,year-round breeding,coastal,5,F,52.09,1,0,resident,-82.58,-28.94,1.96473
885,10/16/2014,year-round breeding,coastal,5,M,49.78,1,1,migrant,-84.25,-29.37,0.38159
886,11/1/2014,year-round breeding,coastal,5,M,NA,0,0,migrant,-118.11,-27.96,0
887,11/1/2014,year-round breeding,coastal,5,M,52.25,0,0,migrant,-129.13,-28.52,0.49145
888,11/1/2014,year-round breeding,coastal,5,F,42.19,1,0,resident,-72.02,-28.17,2.59545
920,11/7/2014,year-round breeding,coastal,6,F,47.43,0,NA,unclassifiable,-88.37,-30.43,1.12678
921,11/21/2014,year-round breeding,coastal,6,F,49.79,1,1,resident,-94.81,-27.85,3.37896
922,11/23/2014,year-round breeding,coastal,7,M,52.28,0,1,migrant,-123.3,-28.03,0
923,11/3/2014,year-round breeding,coastal,7,M,51.14,1,NA,migrant,-86.27,-28.49,0.56296
924,11/23/2014,year-round breeding,coastal,7,M,50.11,1,1,migrant,-99.64,-28.14,0
925,11/23/2014,year-round breeding,coastal,7,M,51.44,0,1,migrant,-101.29,-28.73,0
926,11/23/2014,year-round breeding,coastal,7,M,49.89,1,0,migrant,-98.82,-29.2,0.36318
927,11/23/2014,year-round breeding,coastal,7,M,55.12,1,NA,unclassifiable,-74.17,-29.47,0.83766
928,11/23/2014,year-round breeding,coastal,7,M,50.78,1,0,migrant,-125.37,-27.22,0.201
929,11/3/2014,year-round breeding,coastal,7,M,49.25,1,0,migrant,-91.66,-29.33,0.26271
930,11/23/2014,year-round breeding,coastal,7,M,50.68,1,0,migrant,-113.18,-26.03,0.03689
931,11/3/2014,year-round breeding,coastal,7,M,51.6,0,NA,migrant,-112.89,-27.01,0
932,11/23/2014,year-round breeding,coastal,7,M,52.02,0,0,migrant,-106.05,-27.98,0.10266
933,11/3/2014,year-round breeding,coastal,7,M,50.63,0,1,migrant,-126.4,-27.5,0.66267
934,11/23/2014,year-round breeding,coastal,7,M,50.42,1,0,resident,-81.69,-28.64,1.09966
935,11/23/2014,year-round breeding,coastal,7,M,54.67,0,0,migrant,-102.67,-27.73,0
936,11/23/2014,year-round breeding,coastal,7,F,50.19,1,1,unclassifiable,-81.38,-28.1,1.01611
937,11/23/2014,year-round breeding,coastal,7,M,46.76,1,NA,resident,-89.84,-29.6,2.08292
938,11/23/2014,year-round breeding,coastal,7,M,50.77,1,0,migrant,-72.73,-29.49,0.78134
939,11/23/2014,year-round breeding,coastal,7,M,53,1,0,unclassifiable,-71.88,-27.94,0.7733
940,11/23/2014,year-round breeding,coastal,7,M,52.53,1,0,resident,-79.29,-28.12,1.15702
941,11/23/2014,year-round breeding,coastal,7,M,50.14,0,0,migrant,-101.2,-28.27,0
942,11/23/2014,year-round breeding,coastal,7,M,52.86,0,0,migrant,-110.91,-28.68,0
943,12/3/2014,year-round breeding,coastal,6,F,53.08,1,1,resident,-84.42,-29.48,2.06024
944,12/3/2014,year-round breeding,coastal,6,M,52.7,1,1,migrant,-95.18,-28.32,0.81003
945,12/3/2014,year-round breeding,coastal,6,M,46.41,1,NA,resident,-73.81,-27.85,1.898
946,12/3/2014,year-round breeding,coastal,6,F,54,1,0,resident,-86.66,-28.22,1.98152
947,12/3/2014,year-round breeding,coastal,6,F,53.24,1,0,resident,-79.09,-26.89,1.74611
948,12/3/2014,year-round breeding,coastal,6,M,52.21,1,0,unclassifiable,-86.08,-27.62,1.10431
949,12/3/2014,year-round breeding,coastal,6,F,50.69,1,0,resident,-82.27,-27.19,4.92075
950,12/3/2014,year-round breeding,coastal,6,M,49.85,1,0,resident,-79.66,-27.71,2.07186
951,11/7/2014,year-round breeding,coastal,6,M,55.96,1,0,migrant,-84.9,-27.54,0.67894
952,12/3/2014,year-round breeding,coastal,6,M,53.15,1,0,resident,-88.32,-27.61,1.51272
953,12/3/2014,year-round breeding,coastal,6,F,53.28,1,0,resident,-88.44,-31.95,2.33335
954,12/3/2014,year-round breeding,coastal,6,M,52.23,1,0,resident,-86.82,-29.74,0.29622
955,12/3/2014,year-round breeding,coastal,6,F,46.7,1,1,unclassifiable,-78.96,-31.51,0.92644
956,12/3/2014,year-round breeding,coastal,6,M,50.45,1,0,resident,-75.51,-27.27,1.62673
957,12/3/2014,year-round breeding,coastal,6,M,53.11,1,1,migrant,-91.03,-26.84,0.60748
958,12/3/2014,year-round breeding,coastal,6,M,54.71,1,0,resident,-74.57,-28.12,0.94329
959,12/3/2014,year-round breeding,coastal,6,F,50.13,1,0,resident,-75.57,-28.25,3.51876
960,12/3/2014,year-round breeding,coastal,6,M,NA,1,NA,resident,-79.8,-27.76,2.08086
961,12/4/2014,year-round breeding,coastal,5,F,47.97,1,0,resident,-85.56,-28.72,2.95478
962,12/4/2014,year-round breeding,coastal,5,M,50.46,1,0,resident,-85.53,-29.17,0.87585
963,12/4/2014,year-round breeding,coastal,5,M,50.4,1,1,resident,-79.82,-29.05,0.81621
964,12/4/2014,year-round breeding,coastal,5,M,50.02,1,0,resident,-83.17,-29.35,2.12214
965,12/4/2014,year-round breeding,coastal,5,M,49.74,1,1,resident,-70.09,-26.77,0.89958
966,12/4/2014,year-round breeding,coastal,5,M,46.11,1,0,resident,-73.5,-27.8,1.61829
967,12/4/2014,year-round breeding,coastal,5,F,46.97,1,0,resident,-75.79,-28.79,2.72617
968,12/4/2014,year-round breeding,coastal,5,M,49.88,1,NA,resident,-80.14,-28.63,3.18604
969,12/4/2014,year-round breeding,coastal,5,F,50.54,1,0,resident,-76.77,-28.6,2.73693
970,11/18/2014,year-round breeding,coastal,5,F,45.78,1,NA,resident,-90.42,-29.99,3.49806
971,11/19/2014,year-round breeding,coastal,5,M,49.56,1,NA,migrant,-120.29,-26.45,0.06424
972,12/5/2014,year-round breeding,coastal,6,F,52.33,1,1,resident,-80.86,-26.41,2.66993
973,12/5/2014,year-round breeding,coastal,6,M,53.48,1,1,resident,-84.31,-28.08,0.96169
974,12/5/2014,year-round breeding,coastal,6,M,51.49,1,0,NA,-83.84,-27.16,NA
975,12/5/2014,year-round breeding,coastal,6,F,NA,1,NA,resident,-78.61,-27.21,2.48446
978,4/2/2015,year-round breeding,coastal,7,F,46.48,0,NA,resident,-90.74,-26.25,0.7583
979,4/2/2015,year-round breeding,coastal,7,M,47.86,1,NA,migrant,-69.46,-25.92,0.42494
980,4/2/2015,year-round breeding,coastal,7,M,48.88,0,NA,migrant,-83.79,-29.07,0.34286
983,4/3/2015,year-round breeding,coastal,5,M,46.17,0,NA,resident,-80.14,-28.12,0.85052
984,4/3/2015,year-round breeding,coastal,5,F,47.88,0,NA,migrant,-78.6,-28.92,0.19032
995,4/6/2015,seasonal stopover,central,8,F,48.32,0,NA,unclassifiable,-78.73,-30.08,1.32584
996,4/6/2015,seasonal stopover,central,8,M,54.88,0,NA,migrant,-129,-26.96,0
997,4/6/2015,seasonal stopover,central,8,M,51.79,0,NA,migrant,-116.45,-29.4,0.56485
998,4/6/2015,seasonal stopover,central,8,M,50.83,0,NA,migrant,-92.67,-29.72,0.87948
999,4/6/2015,seasonal stopover,central,8,F,55.23,0,NA,migrant,-94.37,-28.51,0.0551
1000,4/6/2015,seasonal stopover,central,8,F,45.77,0,NA,unclassifiable,-82.02,-30.48,1.09816
1001,4/7/2015,seasonal stopover,central,8,F,52.92,1,NA,migrant,-104.03,-28.58,0.01791
1002,4/7/2015,seasonal stopover,central,8,M,52.32,1,NA,resident,-91.17,-30.19,1.90138
1003,4/7/2015,seasonal stopover,central,8,F,50.59,0,NA,resident,-75.28,-28.66,1.51892
1004,4/7/2015,seasonal stopover,central,8,F,52.01,0,NA,migrant,-125.97,-25.23,0.04786
1005,4/7/2015,seasonal stopover,central,8,F,52.85,0,NA,migrant,-130.29,-25.5,0.3058
1006,4/7/2015,seasonal stopover,central,8,M,52.86,0,NA,migrant,-122.61,-27.94,0.2814
1007,4/8/2015,year-round breeding,coastal,6,M,50.19,0,NA,resident,-79.13,-28.46,2.59
1008,4/8/2015,year-round breeding,coastal,6,F,51.41,0,NA,migrant,-128.76,-29.72,0
1009,4/8/2015,year-round breeding,coastal,6,F,50.82,0,NA,resident,-81.21,-28.37,3.22694
1010,4/8/2015,year-round breeding,coastal,6,F,49.68,1,NA,resident,-91.86,-29.65,2.44585
1011,4/8/2015,year-round breeding,coastal,6,F,45.55,1,NA,migrant,-83.82,-29.74,0.73519
1012,4/8/2015,year-round breeding,coastal,6,F,47.09,1,NA,resident,-94.99,-29.31,2.14496
1013,4/8/2015,year-round breeding,coastal,6,M,49.8,1,NA,resident,-82.96,-28.4,2.9301
1014,4/8/2015,year-round breeding,coastal,6,F,43.26,1,NA,resident,-76.01,-26.74,3.66096
1015,4/8/2015,year-round breeding,coastal,6,M,47.15,0,NA,resident,-85.4,-27,2.68722
1016,4/8/2015,year-round breeding,coastal,6,M,49.93,1,NA,resident,-87.33,-26.48,3.97506
1017,4/8/2015,year-round breeding,coastal,6,M,47.24,1,NA,resident,-78.03,-27.35,3.18399
1018,4/8/2015,year-round breeding,coastal,6,M,50.32,0,NA,migrant,-91.31,-29.92,0.47852
1019,4/8/2015,year-round breeding,coastal,6,F,52,0,NA,migrant,-85.18,-29.3,0.5986
1020,4/8/2015,year-round breeding,coastal,6,F,46.14,1,NA,migrant,-91.72,-29.47,0.30657
1021,4/8/2015,year-round breeding,coastal,6,M,52.36,1,NA,resident,-101.58,-28.15,1.84427
1022,4/8/2015,year-round breeding,coastal,6,F,44.77,1,NA,resident,-100.34,-28.34,3.09584
1023,4/8/2015,year-round breeding,coastal,6,M,50.24,0,NA,resident,-90.16,-26.62,2.03932
1025,4/9/2015,year-round breeding,coastal,7,M,50.97,1,NA,resident,-86.23,-26.41,1.69777
1026,4/9/2015,year-round breeding,coastal,7,M,50.39,1,NA,resident,-84.08,-26.18,1.60582
1027,4/9/2015,year-round breeding,coastal,7,M,50.05,1,NA,resident,-95.62,-27.31,2.94695
1028,4/9/2015,year-round breeding,coastal,7,M,50.55,1,NA,resident,-90.33,-27.05,2.50124
1029,4/9/2015,year-round breeding,coastal,7,F,46.78,1,NA,resident,-93.69,-26.69,4.40507
1030,4/9/2015,year-round breeding,coastal,7,F,49.14,0,NA,migrant,-81.45,-28.18,0.67147
1031,4/9/2015,year-round breeding,coastal,7,M,48.64,1,NA,resident,-97.64,-27.48,2.41028
1032,4/9/2015,year-round breeding,coastal,7,M,49.78,1,NA,resident,-93.18,-28.39,1.8467
1033,4/9/2015,year-round breeding,coastal,7,F,47.15,0,NA,resident,-86.31,-25.83,1.76395
1034,4/2/2015,year-round breeding,coastal,7,F,50.55,1,NA,resident,-95.24,-27.19,1.44627
1035,4/9/2015,year-round breeding,coastal,7,F,49.25,1,NA,resident,-88.21,-26.78,1.98447
1036,4/9/2015,year-round breeding,coastal,7,M,50.07,0,NA,resident,-89.04,-26.47,1.78021
1037,4/9/2015,year-round breeding,coastal,7,M,49.03,1,NA,resident,-89.26,-27.56,1.37317
1038,4/9/2015,year-round breeding,coastal,7,F,49.77,1,NA,resident,-95.57,-27.72,2.59637
1039,4/9/2015,year-round breeding,coastal,7,M,51.53,1,NA,resident,-93.8,-27.36,1.58636
1040,4/9/2015,year-round breeding,coastal,7,M,50.01,1,NA,resident,-90.19,-28.23,1.14937
